id,dataset,question,gold_sql,pred_sql_raw,pred_sql_norm,em,ex,valid_sql,latency_ms,error
customers_and_addresses_17,customers_and_addresses,What are the details of all products?,SELECT DISTINCT product_details FROM products,SELECT product_details FROM products;,SELECT product_details FROM products,0,1,1,2965.28,
customers_and_addresses_18,customers_and_addresses,Return the the details of all products.,SELECT DISTINCT product_details FROM products,SELECT product_details FROM products;,SELECT product_details FROM products,0,1,1,3037.23,
customers_and_addresses_19,customers_and_addresses,"Find the name of all customers whose name contains ""Alex"".","SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%""","SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%"";","SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%""",1,1,1,4615.8,
customers_and_addresses_20,customers_and_addresses,"Which customer's name contains ""Alex""? Find the full name.","SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%""","SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%"";","SELECT customer_name FROM customers WHERE customer_name LIKE ""%Alex%""",1,1,1,6703.54,
customers_and_addresses_21,customers_and_addresses,"Find the detail of products whose detail contains the word ""Latte"" or the word ""Americano""","SELECT product_details FROM products WHERE product_details LIKE ""%Latte%"" OR product_details LIKE ""%Americano%""","SELECT product_details FROM products WHERE product_details LIKE ""%Latte%"" OR product_details LIKE ""%Americano%"";","SELECT product_details FROM products WHERE product_details LIKE ""%Latte%"" OR product_details LIKE ""%Americano%""",1,1,1,5286.27,
customers_and_addresses_22,customers_and_addresses,"Which product's detail contains the word ""Latte"" or ""Americano""? Return the full detail.","SELECT product_details FROM products WHERE product_details LIKE ""%Latte%"" OR product_details LIKE ""%Americano%""","SELECT product_details FROM products WHERE product_details LIKE ""%Latte%"" OR product_details LIKE ""%Americano%"";","SELECT product_details FROM products WHERE product_details LIKE ""%Latte%"" OR product_details LIKE ""%Americano%""",1,1,1,5599.5,
customers_and_addresses_23,customers_and_addresses,"What is the address content of the customer named ""Maudie Kertzmann""?","SELECT t3.address_content FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t1.customer_name  =  ""Maudie Kertzmann""","SELECT T2.address_content FROM customers AS T1 JOIN customer_addresses AS T2 ON T1.customer_id = T2.customer_id WHERE T1.customer_name = ""Maudie Kertzmann"";","SELECT T2.address_content FROM customers AS T1 JOIN customer_addresses AS T2 ON T1.customer_id = T2.customer_id WHERE T1.customer_name = ""Maudie Kertzmann""",0,0,0,4423.07,no such column: T2.address_content
customers_and_addresses_24,customers_and_addresses,"Return the address content for the customer whose name is ""Maudie Kertzmann"".","SELECT t3.address_content FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t1.customer_name  =  ""Maudie Kertzmann""","SELECT T2.address_content FROM customers AS T1 JOIN customer_addresses AS T2 ON T1.customer_id = T2.customer_id WHERE T1.customer_name = ""Maudie Kertzmann"";","SELECT T2.address_content FROM customers AS T1 JOIN customer_addresses AS T2 ON T1.customer_id = T2.customer_id WHERE T1.customer_name = ""Maudie Kertzmann""",0,0,0,4384.63,no such column: T2.address_content
customers_and_addresses_25,customers_and_addresses,"How many customers are living in city ""Lake Geovannyton""?","SELECT count(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.city  =  ""Lake Geovannyton""","SELECT count(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.city = ""Lake Geovannyton"";","SELECT COUNT(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.city = ""Lake Geovannyton""",1,1,1,6251.03,
customers_and_addresses_26,customers_and_addresses,Find the number of customers who live in the city called Lake Geovannyton.,"SELECT count(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.city  =  ""Lake Geovannyton""","SELECT count(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.city = ""Lake Geovannyton"";","SELECT COUNT(*) FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.city = ""Lake Geovannyton""",1,1,1,6264.98,
customers_and_addresses_27,customers_and_addresses,Find the name of customers who are living in Colorado?,"SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.state_province_county  =  ""Colorado""","SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.state_province_county = ""Colorado"";","SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.state_province_county = ""Colorado""",1,1,1,6698.49,
customers_and_addresses_28,customers_and_addresses,What are the names of customers who live in Colorado state?,"SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.state_province_county  =  ""Colorado""","SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.state_province_county = ""Colorado"";","SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id = t2.customer_id JOIN addresses AS t3 ON t2.address_id = t3.address_id WHERE t3.state_province_county = ""Colorado""",1,1,1,6701.97,
customers_and_addresses_29,customers_and_addresses,Find the list of cities that no customer is living in.,SELECT city FROM addresses WHERE city NOT IN ( SELECT DISTINCT t3.city FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id),SELECT city FROM addresses WHERE customer_id NOT IN (SELECT customer_id FROM customer_addresses);,SELECT city FROM addresses WHERE NOT customer_id IN (SELECT customer_id FROM customer_addresses),0,0,0,2880.18,no such column: customer_id
customers_and_addresses_30,customers_and_addresses,What are the cities no customers live in?,SELECT city FROM addresses WHERE city NOT IN ( SELECT DISTINCT t3.city FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id),SELECT city FROM addresses WHERE city NOT IN (SELECT DISTINCT t1.city FROM addresses AS t1 JOIN customer_addresses AS t2 ON t1.address_id = t2.address_id JOIN customers AS t3 ON t2.customer_id = t3.customer_id);,SELECT city FROM addresses WHERE NOT city IN (SELECT DISTINCT t1.city FROM addresses AS t1 JOIN customer_addresses AS t2 ON t1.address_id = t2.address_id JOIN customers AS t3 ON t2.customer_id = t3.customer_id),0,1,1,6865.4,
customers_and_addresses_31,customers_and_addresses,Which city has the most customers living in?,SELECT t3.city FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id GROUP BY t3.city ORDER BY count(*) DESC LIMIT 1,SELECT T1.city FROM addresses AS T1 JOIN customer_addresses AS T2 ON T1.address_id = T2.address_id GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1;,SELECT T1.city FROM addresses AS T1 JOIN customer_addresses AS T2 ON T1.address_id = T2.address_id GROUP BY T1.city ORDER BY COUNT(*) DESC LIMIT 1,0,1,1,4630.02,
customers_and_addresses_32,customers_and_addresses,Find the city where the most customers live.,SELECT t3.city FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id GROUP BY t3.city ORDER BY count(*) DESC LIMIT 1,SELECT T1.city FROM addresses AS T1 JOIN customer_addresses AS T2 ON T1.address_id = T2.address_id GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1;,SELECT T1.city FROM addresses AS T1 JOIN customer_addresses AS T2 ON T1.address_id = T2.address_id GROUP BY T1.city ORDER BY COUNT(*) DESC LIMIT 1,0,1,1,4840.56,
customers_and_addresses_33,customers_and_addresses,Retrieve the list of all cities.,SELECT DISTINCT city FROM addresses,SELECT city FROM addresses;,SELECT city FROM addresses,0,1,1,1612.73,
customers_and_addresses_34,customers_and_addresses,List all the distinct cities,SELECT DISTINCT city FROM addresses,SELECT DISTINCT city FROM addresses;,SELECT DISTINCT city FROM addresses,1,1,1,1935.33,
customers_and_addresses_35,customers_and_addresses,Find the city with post code 255.,SELECT city FROM addresses WHERE zip_postcode  =  255,SELECT city FROM addresses WHERE zip_postcode = 255;,SELECT city FROM addresses WHERE zip_postcode = 255,1,1,1,3869.58,
customers_and_addresses_36,customers_and_addresses,Which city is post code 255 located in?,SELECT city FROM addresses WHERE zip_postcode  =  255,SELECT city FROM addresses WHERE zip_postcode = 255;,SELECT city FROM addresses WHERE zip_postcode = 255,1,1,1,3496.01,
customers_and_addresses_37,customers_and_addresses,Find the state and country of all cities with post code starting with 4.,"SELECT state_province_county ,  country FROM addresses WHERE zip_postcode LIKE ""4%""","SELECT state_province_county, country FROM addresses WHERE zip_postcode LIKE ""4%"";","SELECT state_province_county, country FROM addresses WHERE zip_postcode LIKE ""4%""",1,1,1,2264.85,
customers_and_addresses_38,customers_and_addresses,What are the state and country of all the cities that have post codes starting with 4.\,"SELECT state_province_county ,  country FROM addresses WHERE zip_postcode LIKE ""4%""","SELECT state_province_county, country FROM addresses WHERE zip_postcode LIKE ""4%"";","SELECT state_province_county, country FROM addresses WHERE zip_postcode LIKE ""4%""",1,1,1,4444.98,
customers_and_addresses_39,customers_and_addresses,List the countries having more than 4 addresses listed.,SELECT country FROM addresses GROUP BY country HAVING count(address_id)  >  4,SELECT country FROM addresses GROUP BY country HAVING count(*) > 4;,SELECT country FROM addresses GROUP BY country HAVING COUNT(*) > 4,0,1,1,4575.82,
customers_and_addresses_40,customers_and_addresses,For which countries are there more than four distinct addresses listed?,SELECT country FROM addresses GROUP BY country HAVING count(address_id)  >  4,SELECT country FROM addresses GROUP BY country HAVING count(DISTINCT address_id) > 4;,SELECT country FROM addresses GROUP BY country HAVING COUNT(DISTINCT address_id) > 4,0,1,1,4878.67,
customers_and_addresses_41,customers_and_addresses,List all the contact channel codes that were used less than 5 times.,SELECT channel_code FROM customer_contact_channels GROUP BY channel_code HAVING count(customer_id)  <  5,SELECT channel_code FROM customer_contact_channels GROUP BY channel_code HAVING count(*) < 5;,SELECT channel_code FROM customer_contact_channels GROUP BY channel_code HAVING COUNT(*) < 5,0,1,1,2714.72,
customers_and_addresses_42,customers_and_addresses,Which contact channel codes were used less than 5 times?,SELECT channel_code FROM customer_contact_channels GROUP BY channel_code HAVING count(customer_id)  <  5,SELECT channel_code FROM customer_contact_channels GROUP BY channel_code HAVING count(*) < 5;,SELECT channel_code FROM customer_contact_channels GROUP BY channel_code HAVING COUNT(*) < 5,0,1,1,2751.6,
customers_and_addresses_43,customers_and_addresses,"Which contact channel has been used by the customer with name ""Tillman Ernser""?","SELECT DISTINCT channel_code FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Tillman Ernser""","SELECT channel_code FROM customers WHERE customer_name = ""Tillman Ernser"";","SELECT channel_code FROM customers WHERE customer_name = ""Tillman Ernser""",0,0,0,6230.74,no such column: channel_code
customers_and_addresses_44,customers_and_addresses,"Find the contact channel code that was used by the customer named ""Tillman Ernser"".","SELECT DISTINCT channel_code FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Tillman Ernser""","SELECT channel_code FROM customers WHERE customer_name = ""Tillman Ernser"";","SELECT channel_code FROM customers WHERE customer_name = ""Tillman Ernser""",0,0,0,4475.46,no such column: channel_code
customers_and_addresses_45,customers_and_addresses,"What is the ""active to date"" of the latest contact channel used by ""Tillman Ernser""?","SELECT max(t2.active_to_date) FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Tillman Ernser""","SELECT t2.active_to_date FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id = t2.customer_id WHERE t1.customer_name = ""Tillman Ernser"";","SELECT t2.active_to_date FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id = t2.customer_id WHERE t1.customer_name = ""Tillman Ernser""",0,0,1,10169.96,
customers_and_addresses_46,customers_and_addresses,"Return the the ""active to date"" of the latest contact channel used by the customer named ""Tillman Ernser"".","SELECT max(t2.active_to_date) FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.customer_name  =  ""Tillman Ernser""","SELECT t2.active_to_date FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id = t2.customer_id WHERE t1.customer_name = ""Tillman Ernser"";","SELECT t2.active_to_date FROM customers AS t1 JOIN customer_contact_channels AS t2 ON t1.customer_id = t2.customer_id WHERE t1.customer_name = ""Tillman Ernser""",0,0,1,5501.52,
customers_and_addresses_47,customers_and_addresses,What is the average time span of contact channels in the database?,SELECT avg(active_to_date - active_from_date) FROM customer_contact_channels,SELECT avg(active_to_date - active_from_date) FROM customer_contact_channels;,SELECT AVG(active_to_date - active_from_date) FROM customer_contact_channels,1,1,1,2433.7,
customers_and_addresses_48,customers_and_addresses,Compute the average active time span of contact channels.,SELECT avg(active_to_date - active_from_date) FROM customer_contact_channels,SELECT avg(active_to_date - active_from_date) FROM customer_contact_channels;,SELECT AVG(active_to_date - active_from_date) FROM customer_contact_channels,1,1,1,2342.34,
customers_and_addresses_49,customers_and_addresses,What is the channel code and contact number of the customer contact channel that was active for the longest time?,"SELECT channel_code ,  contact_number FROM customer_contact_channels WHERE active_to_date - active_from_date  =  (SELECT active_to_date - active_from_date FROM customer_contact_channels ORDER BY (active_to_date - active_from_date) DESC LIMIT 1)","SELECT channel_code, contact_number FROM customer_contact_channels ORDER BY active_to_date DESC LIMIT 1;","SELECT channel_code, contact_number FROM customer_contact_channels ORDER BY active_to_date DESC LIMIT 1",0,0,1,5774.07,
customers_and_addresses_50,customers_and_addresses,Return the channel code and contact number of the customer contact channel whose active duration was the longest.,"SELECT channel_code ,  contact_number FROM customer_contact_channels WHERE active_to_date - active_from_date  =  (SELECT active_to_date - active_from_date FROM customer_contact_channels ORDER BY (active_to_date - active_from_date) DESC LIMIT 1)","SELECT channel_code, contact_number FROM customer_contact_channels ORDER BY active_to_date DESC LIMIT 1;","SELECT channel_code, contact_number FROM customer_contact_channels ORDER BY active_to_date DESC LIMIT 1",0,0,1,5892.8,
