id,dataset,question,gold_sql,pred_sql_raw,pred_sql_norm,em,ex,valid_sql,latency_ms,error
driving_school_22,driving_school,In what city does Janessa Sawayn live?,"SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.city FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn""",1,1,1,4787.72,
driving_school_23,driving_school,Which country and state does staff with first name as Janessa and last name as Sawayn lived?,"SELECT T1.country ,  T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.country, T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.country, T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn""",1,1,1,5529.71,
driving_school_24,driving_school,In which country and state does Janessa Sawayn live?,"SELECT T1.country ,  T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.country, T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.country, T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn""",1,1,1,5624.59,
driving_school_25,driving_school,How long is the total lesson time took by customer with first name as Rylan and last name as Goodwin?,"SELECT sum(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"";","SELECT sum(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"";","SELECT SUM(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin""",1,1,1,5230.75,
driving_school_26,driving_school,How long is the total lesson time took by the customer named Rylan Goodwin?,"SELECT sum(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id  = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"";","SELECT sum(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin"";","SELECT SUM(T1.lesson_time) FROM Lessons AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Rylan"" AND T2.last_name = ""Goodwin""",1,1,1,5102.62,
driving_school_27,driving_school,What is the zip code of staff with first name as Janessa and last name as Sawayn lived?,"SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn""",1,1,1,5032.98,
driving_school_28,driving_school,What is the zip code of the hosue of the employee named Janessa Sawayn?,"SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn"";","SELECT T1.zip_postcode FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.first_name = ""Janessa"" AND T2.last_name = ""Sawayn""",1,1,1,5645.42,
driving_school_29,driving_school,How many staff live in state Georgia?,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";","SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";","SELECT COUNT(*) FROM Addresses WHERE state_province_county = ""Georgia""",1,1,1,6912.47,
driving_school_30,driving_school,How many employees live in Georgia?,"SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";","SELECT count(*) FROM Addresses WHERE state_province_county = ""Georgia"";","SELECT COUNT(*) FROM Addresses WHERE state_province_county = ""Georgia""",1,1,1,5470.61,
driving_school_31,driving_school,Find out the first name and last name of staff lived in city Damianfort.,"SELECT T2.first_name ,  T2.last_name FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T1.city = ""Damianfort"";","SELECT T1.first_name, T1.last_name FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.city = ""Damianfort"";","SELECT T1.first_name, T1.last_name FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T2.city = ""Damianfort""",0,0,0,4583.57,no such column: T1.first_name
driving_school_32,driving_school,What is the first and last name of all employees who live in the city Damianfort?,"SELECT T2.first_name ,  T2.last_name FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id WHERE T1.city = ""Damianfort"";","SELECT first_name, last_name FROM Addresses WHERE city = ""Damianfort"";","SELECT first_name, last_name FROM Addresses WHERE city = ""Damianfort""",0,0,0,4528.04,no such column: first_name
driving_school_33,driving_school,Which city lives most of staffs? List the city name and number of staffs.,"SELECT T1.city ,  count(*) FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1;","SELECT T1.city, count(*) FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1;","SELECT T1.city, COUNT(*) FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.city ORDER BY COUNT(*) DESC LIMIT 1",1,1,1,5324.26,
driving_school_34,driving_school,In which city do the most employees live and how many of them live there?,"SELECT T1.city ,  count(*) FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1;","SELECT T1.city, count(*) FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.city ORDER BY count(*) DESC LIMIT 1;","SELECT T1.city, COUNT(*) FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.city ORDER BY COUNT(*) DESC LIMIT 1",1,1,1,4865.64,
driving_school_35,driving_school,List the states which have between 2 to 4 staffs living there.,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING COUNT(*) BETWEEN 2 AND 4,1,1,1,5370.26,
driving_school_36,driving_school,What are the names of the states that have 2 to 4 employees living there?,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING count(*) BETWEEN 2 AND 4;,SELECT T1.state_province_county FROM Addresses AS T1 JOIN Staff AS T2 ON T1.address_id = T2.staff_address_id GROUP BY T1.state_province_county HAVING COUNT(*) BETWEEN 2 AND 4,1,1,1,5443.25,
driving_school_37,driving_school,List the first name and last name of all customers.,"SELECT first_name ,  last_name FROM Customers;","SELECT first_name, last_name FROM Customers;","SELECT first_name, last_name FROM Customers",1,1,1,2341.78,
driving_school_38,driving_school,What are the first and last names for all customers?,"SELECT first_name ,  last_name FROM Customers;","SELECT first_name, last_name FROM Customers;","SELECT first_name, last_name FROM Customers",1,1,1,2028.4,
driving_school_39,driving_school,List email address and birthday of customer whose first name as Carole.,"SELECT email_address ,  date_of_birth FROM Customers WHERE first_name = ""Carole""","SELECT email_address, date_of_birth FROM Customers WHERE first_name = ""Carole"";","SELECT email_address, date_of_birth FROM Customers WHERE first_name = ""Carole""",1,1,1,2505.36,
driving_school_40,driving_school,What are the email addresses and date of births for all customers who have a first name of Carole?,"SELECT email_address ,  date_of_birth FROM Customers WHERE first_name = ""Carole""","SELECT email_address, date_of_birth FROM Customers WHERE first_name = ""Carole"";","SELECT email_address, date_of_birth FROM Customers WHERE first_name = ""Carole""",1,1,1,5092.11,
driving_school_41,driving_school,List phone number and email address of customer with more than 2000 outstanding balance.,"SELECT phone_number ,  email_address FROM Customers WHERE amount_outstanding  >  2000;","SELECT phone_number, email_address FROM Customers WHERE amount_outstanding > 2000;","SELECT phone_number, email_address FROM Customers WHERE amount_outstanding > 2000",1,1,1,4380.32,
driving_school_42,driving_school,What are the phone numbers and email addresses of all customers who have an outstanding balance of more than 2000?,"SELECT phone_number ,  email_address FROM Customers WHERE amount_outstanding  >  2000;","SELECT phone_number, email_address FROM Customers WHERE amount_outstanding > 2000;","SELECT phone_number, email_address FROM Customers WHERE amount_outstanding > 2000",1,1,1,4419.66,
driving_school_43,driving_school,"What is the status code, mobile phone number and email address of customer with last name as Kohler or first name as Marina?","SELECT customer_status_code ,  cell_mobile_phone_number ,  email_address FROM Customers WHERE first_name = ""Marina"" OR last_name  =  ""Kohler""","SELECT customer_status_code, cell_mobile_phone_number, email_address FROM Customers WHERE first_name = ""Marina"" OR last_name = ""Kohler"";","SELECT customer_status_code, cell_mobile_phone_number, email_address FROM Customers WHERE first_name = ""Marina"" OR last_name = ""Kohler""",1,1,1,3896.13,
driving_school_44,driving_school,"What is the status code, phone number, and email address of the customer whose last name is Kohler or whose first name is Marina?","SELECT customer_status_code ,  cell_mobile_phone_number ,  email_address FROM Customers WHERE first_name = ""Marina"" OR last_name  =  ""Kohler""","SELECT customer_status_code, phone_number, email_address FROM Customers WHERE first_name = ""Marina"" OR last_name = ""Kohler"";","SELECT customer_status_code, phone_number, email_address FROM Customers WHERE first_name = ""Marina"" OR last_name = ""Kohler""",0,0,1,3463.86,
driving_school_45,driving_school,When are the birthdays of customer who are classified as 'Good Customer' status?,SELECT date_of_birth FROM Customers WHERE customer_status_code  =  'Good Customer',"SELECT date_of_birth FROM Customers WHERE customer_status_code = ""Good Customer"";","SELECT date_of_birth FROM Customers WHERE customer_status_code = ""Good Customer""",0,1,1,2466.97,
driving_school_46,driving_school,What is the date of birth of every customer whose status code is 'Good Customer'?,SELECT date_of_birth FROM Customers WHERE customer_status_code  =  'Good Customer',SELECT date_of_birth FROM Customers WHERE customer_status_code = 'Good Customer';,SELECT date_of_birth FROM Customers WHERE customer_status_code = 'Good Customer',1,1,1,4218.13,
driving_school_47,driving_school,When did customer with first name as Carole and last name as Bernhard became a customer?,"SELECT date_became_customer FROM Customers WHERE first_name = ""Carole"" AND last_name = ""Bernhard"";","SELECT date_became_customer FROM Customers WHERE first_name = ""Carole"" AND last_name = ""Bernhard"";","SELECT date_became_customer FROM Customers WHERE first_name = ""Carole"" AND last_name = ""Bernhard""",1,1,1,4045.08,
driving_school_48,driving_school,When did Carole Bernhard first become a customer?,"SELECT date_became_customer FROM Customers WHERE first_name = ""Carole"" AND last_name = ""Bernhard"";","SELECT date_became_customer FROM Customers WHERE first_name = ""Carole"" AND last_name = ""Bernhard"";","SELECT date_became_customer FROM Customers WHERE first_name = ""Carole"" AND last_name = ""Bernhard""",1,1,1,2798.24,
driving_school_49,driving_school,How many customers in total?,SELECT count(*) FROM Customers;,SELECT count(*) FROM Customers;,SELECT COUNT(*) FROM Customers,1,1,1,4870.67,
driving_school_50,driving_school,How many customers are there?,SELECT count(*) FROM Customers;,SELECT count(*) FROM Customers;,SELECT COUNT(*) FROM Customers,1,1,1,1576.04,
