id,dataset,question,gold_sql,pred_sql_raw,pred_sql_norm,em,ex,valid_sql,latency_ms,error
dorm_1_11,dorm_1,How many dorms are there?,SELECT count(*) FROM dorm,SELECT count(*) FROM dorm;,SELECT COUNT(*) FROM dorm,1,1,1,1614.02,
dorm_1_12,dorm_1,How many dorms are in the database?,SELECT count(*) FROM dorm,SELECT count(*) FROM dorm;,SELECT COUNT(*) FROM dorm,1,1,1,1624.73,
dorm_1_13,dorm_1,Find the number of distinct amenities.,SELECT count(*) FROM dorm_amenity,SELECT count(DISTINCT amenity_name) FROM dorm_amenity;,SELECT COUNT(DISTINCT amenity_name) FROM dorm_amenity,0,1,1,2086.1,
dorm_1_14,dorm_1,How many diffrent dorm amenities are there?,SELECT count(*) FROM dorm_amenity,SELECT count(DISTINCT amenity_name) FROM dorm_amenity;,SELECT COUNT(DISTINCT amenity_name) FROM dorm_amenity,0,1,1,5156.93,
dorm_1_15,dorm_1,Find the total capacity of all dorms.,SELECT sum(student_capacity) FROM dorm,SELECT sum(student_capacity) FROM dorm;,SELECT SUM(student_capacity) FROM dorm,1,1,1,1465.16,
dorm_1_16,dorm_1,What is the total student capacity of all dorms?,SELECT sum(student_capacity) FROM dorm,SELECT sum(student_capacity) FROM dorm;,SELECT SUM(student_capacity) FROM dorm,1,1,1,1872.46,
dorm_1_17,dorm_1,How many students are there?,SELECT count(*) FROM student,SELECT count(*) FROM student;,SELECT COUNT(*) FROM student,1,1,1,1564.82,
dorm_1_18,dorm_1,How many students exist?,SELECT count(*) FROM student,SELECT count(*) FROM student;,SELECT COUNT(*) FROM student,1,1,1,1643.8,
dorm_1_19,dorm_1,Find the average age of all students living in the each city.,"SELECT avg(age) ,  city_code FROM student GROUP BY city_code",SELECT avg(T1.age) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid = T2.stuid GROUP BY T2.city_code;,SELECT AVG(T1.age) FROM student AS T1 JOIN lives_in AS T2 ON T1.stuid = T2.stuid GROUP BY T2.city_code,0,0,0,4155.49,no such column: T2.city_code
dorm_1_20,dorm_1,What is the average age for each city and what are those cities?,"SELECT avg(age) ,  city_code FROM student GROUP BY city_code","SELECT avg(age), city_code FROM student GROUP BY city_code;","SELECT AVG(age), city_code FROM student GROUP BY city_code",1,1,1,2303.46,
dorm_1_21,dorm_1,Find the average and total capacity of dorms for the students with gender X.,"SELECT avg(student_capacity) ,  sum(student_capacity) FROM dorm WHERE gender  =  'X'","SELECT avg(student_capacity), sum(student_capacity) FROM dorm WHERE gender = 'X';","SELECT AVG(student_capacity), SUM(student_capacity) FROM dorm WHERE gender = 'X'",1,1,1,3334.59,
dorm_1_22,dorm_1,What is the average and total capacity for all dorms who are of gender X?,"SELECT avg(student_capacity) ,  sum(student_capacity) FROM dorm WHERE gender  =  'X'","SELECT avg(student_capacity), sum(student_capacity) FROM dorm WHERE gender = 'X';","SELECT AVG(student_capacity), SUM(student_capacity) FROM dorm WHERE gender = 'X'",1,1,1,3298.81,
dorm_1_23,dorm_1,Find the number of dorms that have some amenity.,SELECT count(DISTINCT dormid) FROM has_amenity,SELECT count(*) FROM has_amenity;,SELECT COUNT(*) FROM has_amenity,0,0,1,1762.71,
dorm_1_24,dorm_1,How many dorms have amenities?,SELECT count(DISTINCT dormid) FROM has_amenity,SELECT count(*) FROM has_amenity;,SELECT COUNT(*) FROM has_amenity,0,0,1,1739.86,
dorm_1_25,dorm_1,Find the name of dorms that do not have any amenity,SELECT dorm_name FROM dorm WHERE dormid NOT IN (SELECT dormid FROM has_amenity),SELECT dorm_name FROM dorm WHERE dormid NOT IN (SELECT dormid FROM has_amenity);,SELECT dorm_name FROM dorm WHERE NOT dormid IN (SELECT dormid FROM has_amenity),1,1,1,6299.79,
dorm_1_26,dorm_1,What are the names of all the dorms that don't have any amenities?,SELECT dorm_name FROM dorm WHERE dormid NOT IN (SELECT dormid FROM has_amenity),SELECT dorm_name FROM dorm WHERE dormid NOT IN (SELECT dormid FROM has_amenity);,SELECT dorm_name FROM dorm WHERE NOT dormid IN (SELECT dormid FROM has_amenity),1,1,1,6374.75,
dorm_1_27,dorm_1,Find the number of distinct gender for dorms.,SELECT count(DISTINCT gender) FROM dorm,SELECT count(DISTINCT gender) FROM dorm;,SELECT COUNT(DISTINCT gender) FROM dorm,1,1,1,1459.67,
dorm_1_28,dorm_1,How many different genders are there in the dorms?,SELECT count(DISTINCT gender) FROM dorm,SELECT count(DISTINCT gender) FROM dorm;,SELECT COUNT(DISTINCT gender) FROM dorm,1,1,1,1516.19,
dorm_1_29,dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.,"SELECT student_capacity ,  gender FROM dorm WHERE dorm_name LIKE '%Donor%'","SELECT student_capacity, gender FROM dorm WHERE dorm_name LIKE '%Donor%';","SELECT student_capacity, gender FROM dorm WHERE dorm_name LIKE '%Donor%'",1,1,1,4868.97,
dorm_1_30,dorm_1,What is the student capacity and type of gender for the dorm whose name as the phrase Donor in it?,"SELECT student_capacity ,  gender FROM dorm WHERE dorm_name LIKE '%Donor%'","SELECT student_capacity, gender FROM dorm WHERE dorm_name LIKE '%Donor%';","SELECT student_capacity, gender FROM dorm WHERE dorm_name LIKE '%Donor%'",1,1,1,4889.43,
dorm_1_31,dorm_1,Find the name and gender type of the dorms whose capacity is greater than 300 or less than 100.,"SELECT dorm_name ,  gender FROM dorm WHERE student_capacity  >  300 OR student_capacity  <  100","SELECT dorm_name, gender FROM dorm WHERE student_capacity > 300 OR student_capacity < 100;","SELECT dorm_name, gender FROM dorm WHERE student_capacity > 300 OR student_capacity < 100",1,1,1,4403.06,
dorm_1_32,dorm_1,What are the names and types of the dorms that have a capacity greater than 300 or less than 100?,"SELECT dorm_name ,  gender FROM dorm WHERE student_capacity  >  300 OR student_capacity  <  100","SELECT dorm_name, TYPE FROM dorm WHERE student_capacity > 300 OR student_capacity < 100;","SELECT dorm_name, TYPE FROM dorm WHERE student_capacity > 300 OR student_capacity < 100",0,0,0,4165.9,no such column: TYPE
dorm_1_33,dorm_1,Find the numbers of different majors and cities.,"SELECT count(DISTINCT major) ,  count(DISTINCT city_code) FROM student","SELECT count(DISTINCT major), city_code FROM student GROUP BY major;","SELECT COUNT(DISTINCT major), city_code FROM student GROUP BY major",0,0,1,2167.59,
dorm_1_34,dorm_1,How many different majors are there and how many different city codes are there for each student?,"SELECT count(DISTINCT major) ,  count(DISTINCT city_code) FROM student","SELECT count(DISTINCT major), count(DISTINCT city_code) FROM student GROUP BY major;","SELECT COUNT(DISTINCT major), COUNT(DISTINCT city_code) FROM student GROUP BY major",0,0,1,2570.95,
dorm_1_35,dorm_1,Find the name of dorms which have both TV Lounge and Study Room as amenities.,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'TV Lounge' INTERSECT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'Study Room',SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'TV Lounge' INTERSECT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'Study Room';,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'TV Lounge' INTERSECT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'Study Room',1,1,1,12829.42,
dorm_1_36,dorm_1,What is the name of the dorm with both a TV Lounge and Study Room listed as amenities?,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'TV Lounge' INTERSECT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'Study Room',SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'TV Lounge' INTERSECT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'Study Room';,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'TV Lounge' INTERSECT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'Study Room',1,1,1,14216.49,
dorm_1_37,dorm_1,Find the name of dorms which have TV Lounge but no Study Room as amenity.,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'TV Lounge' EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'Study Room',SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'TV Lounge' EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'Study Room';,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'TV Lounge' EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.amenity_name = 'Study Room',1,1,1,12612.21,
dorm_1_38,dorm_1,What is the name of each dorm that has a TV Lounge but no study rooms?,SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'TV Lounge' EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid WHERE T3.amenity_name  =  'Study Room',SELECT dorm_name FROM dorm WHERE amenity_name = 'TV Lounge' EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.room_number ='study rooms';,SELECT dorm_name FROM dorm WHERE amenity_name = 'TV Lounge' EXCEPT SELECT T1.dorm_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid = T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid = T3.amenid WHERE T3.room_number = 'study rooms',0,0,0,10540.39,no such column: T3.room_number
dorm_1_39,dorm_1,Find the last name of students who is either female (sex is F) and living in the city of code BAL or male (sex is M) and in age of below 20.,SELECT lname FROM student WHERE sex  =  'F' AND city_code  =  'BAL' UNION SELECT lname FROM student WHERE sex  =  'M' AND age  <  20,SELECT lname FROM student WHERE sex = 'F' AND city_code = 'BAL' UNION SELECT lname FROM student WHERE sex = 'M' AND age < 20;,SELECT lname FROM student WHERE sex = 'F' AND city_code = 'BAL' UNION SELECT lname FROM student WHERE sex = 'M' AND age < 20,1,1,1,4417.98,
dorm_1_40,dorm_1,What is the last name of every student who is either female or living in a city with the code BAL or male and under 20?,SELECT lname FROM student WHERE sex  =  'F' AND city_code  =  'BAL' UNION SELECT lname FROM student WHERE sex  =  'M' AND age  <  20,SELECT lname FROM student WHERE sex = 'F' UNION SELECT lname FROM student WHERE city_code = 'BAL';,SELECT lname FROM student WHERE sex = 'F' UNION SELECT lname FROM student WHERE city_code = 'BAL',0,0,1,3856.18,
dorm_1_41,dorm_1,Find the name of the dorm with the largest capacity.,SELECT dorm_name FROM dorm ORDER BY student_capacity DESC LIMIT 1,SELECT dorm_name FROM dorm ORDER BY student_capacity DESC LIMIT 1;,SELECT dorm_name FROM dorm ORDER BY student_capacity DESC LIMIT 1,1,1,1,6618.52,
dorm_1_42,dorm_1,What are the names of the dorm with the largest capacity?,SELECT dorm_name FROM dorm ORDER BY student_capacity DESC LIMIT 1,SELECT dorm_name FROM dorm ORDER BY student_capacity DESC LIMIT 1;,SELECT dorm_name FROM dorm ORDER BY student_capacity DESC LIMIT 1,1,1,1,3152.54,
dorm_1_43,dorm_1,List in alphabetic order all different amenities.,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name;,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,1,1,1,5957.48,
dorm_1_44,dorm_1,What are the different dorm amenity names in alphabetical order?,SELECT amenity_name FROM dorm_amenity ORDER BY amenity_name,SELECT DISTINCT amenity_name FROM dorm_amenity ORDER BY amenity_name;,SELECT DISTINCT amenity_name FROM dorm_amenity ORDER BY amenity_name,0,1,1,2585.12,
dorm_1_45,dorm_1,Find the code of city where most of students are living in.,SELECT city_code FROM student GROUP BY city_code ORDER BY count(*) DESC LIMIT 1,SELECT city_code FROM student GROUP BY city_code ORDER BY count(*) DESC LIMIT 1;,SELECT city_code FROM student GROUP BY city_code ORDER BY COUNT(*) DESC LIMIT 1,1,1,1,4923.6,
dorm_1_46,dorm_1,What is the code of the city with the most students?,SELECT city_code FROM student GROUP BY city_code ORDER BY count(*) DESC LIMIT 1,SELECT city_code FROM student GROUP BY city_code ORDER BY count(*) DESC LIMIT 1;,SELECT city_code FROM student GROUP BY city_code ORDER BY COUNT(*) DESC LIMIT 1,1,1,1,2660.96,
dorm_1_47,dorm_1,Find the first and last name of students whose age is younger than the average age.,"SELECT fname ,  lname FROM student WHERE age  <  (SELECT avg(age) FROM student)","SELECT fname, lname FROM student WHERE age < (SELECT avg(age) FROM student);","SELECT fname, lname FROM student WHERE age < (SELECT AVG(age) FROM student)",1,1,1,2718.53,
dorm_1_48,dorm_1,What is the first and last name of all students who are younger than average?,"SELECT fname ,  lname FROM student WHERE age  <  (SELECT avg(age) FROM student)","SELECT fname, lname FROM student WHERE age < (SELECT avg(age) FROM student);","SELECT fname, lname FROM student WHERE age < (SELECT AVG(age) FROM student)",1,1,1,2678.9,
dorm_1_49,dorm_1,"List the first and last name of students who are not living in the city with code HKG, and sorted the results by their ages.","SELECT fname ,  lname FROM student WHERE city_code != 'HKG' ORDER BY age","SELECT Fname, Lname FROM student WHERE city_code!= ""HKG"" ORDER BY age;","SELECT Fname, Lname FROM student WHERE city_code <> ""HKG"" ORDER BY age",0,1,1,2702.34,
dorm_1_50,dorm_1,What are the first and last names of all students who are not living in the city HKG and order the results by age?,"SELECT fname ,  lname FROM student WHERE city_code != 'HKG' ORDER BY age","SELECT fname, lname FROM student WHERE city_code!= ""HKG"" ORDER BY age;","SELECT fname, lname FROM student WHERE city_code <> ""HKG"" ORDER BY age",0,1,1,2698.26,
