id,dataset,question,gold_sql,pred_sql_raw,pred_sql_norm,em,ex,valid_sql,latency_ms,error
allergy_1_34,allergy_1,What are the student ids for all male students?,SELECT StuID FROM Student WHERE Sex  =  'M',"SELECT StuID FROM Student WHERE Sex = ""M"";","SELECT StuID FROM Student WHERE Sex = ""M""",0,1,1,1415.55,
allergy_1_35,allergy_1,How many students are age 18?,SELECT count(*) FROM Student WHERE age  =  18,SELECT count(*) FROM Student WHERE age = 18;,SELECT COUNT(*) FROM Student WHERE age = 18,1,1,1,1143.81,
allergy_1_36,allergy_1,How many students are 18 years old?,SELECT count(*) FROM Student WHERE age  =  18,SELECT count(*) FROM Student WHERE age = 18;,SELECT COUNT(*) FROM Student WHERE age = 18,1,1,1,1144.55,
allergy_1_37,allergy_1,Show all student ids who are older than 20.,SELECT StuID FROM Student WHERE age  >  20,SELECT StuID FROM Student WHERE Age > 20;,SELECT StuID FROM Student WHERE Age > 20,0,1,1,1185.51,
allergy_1_38,allergy_1,What are the student ids for students over 20 years old?,SELECT StuID FROM Student WHERE age  >  20,SELECT StuID FROM Student WHERE age > 20;,SELECT StuID FROM Student WHERE age > 20,1,1,1,1155.14,
allergy_1_39,allergy_1,"Which city does the student whose last name is ""Kim"" live in?","SELECT city_code FROM Student WHERE LName  =  ""Kim""","SELECT city_code FROM Student WHERE LName = ""Kim"";","SELECT city_code FROM Student WHERE LName = ""Kim""",1,1,1,1308.3,
allergy_1_40,allergy_1,Give the city that the student whose family name is Kim lives in.,"SELECT city_code FROM Student WHERE LName  =  ""Kim""","SELECT city_code FROM Student WHERE LName = ""Kim"";","SELECT city_code FROM Student WHERE LName = ""Kim""",1,1,1,1838.71,
allergy_1_41,allergy_1,Who is the advisor of student with ID 1004?,SELECT Advisor FROM Student WHERE StuID  =  1004,SELECT Advisor FROM Student WHERE StuID = 1004;,SELECT Advisor FROM Student WHERE StuID = 1004,1,1,1,1224.02,
allergy_1_42,allergy_1,Who advises student 1004?,SELECT Advisor FROM Student WHERE StuID  =  1004,SELECT Advisor FROM Student WHERE StuID = 1004;,SELECT Advisor FROM Student WHERE StuID = 1004,1,1,1,1124.04,
allergy_1_43,allergy_1,How many students live in HKG or CHI?,"SELECT count(*) FROM Student WHERE city_code  =  ""HKG"" OR city_code  =  ""CHI""","SELECT count(*) FROM Student WHERE city_code = ""HKG"" OR city_code = ""CHI"";","SELECT COUNT(*) FROM Student WHERE city_code = ""HKG"" OR city_code = ""CHI""",1,1,1,2281.44,
allergy_1_44,allergy_1,Give the number of students living in either HKG or CHI.,"SELECT count(*) FROM Student WHERE city_code  =  ""HKG"" OR city_code  =  ""CHI""","SELECT count(*) FROM Student WHERE city_code = ""HKG"" OR city_code = ""CHI"";","SELECT COUNT(*) FROM Student WHERE city_code = ""HKG"" OR city_code = ""CHI""",1,1,1,2793.45,
allergy_1_45,allergy_1,"Show the minimum, average, and maximum age of all students.","SELECT min(age) ,  avg(age) ,  max(age) FROM Student","SELECT min(age), avg(age), max(age) FROM Student;","SELECT MIN(age), AVG(age), MAX(age) FROM Student",1,1,1,1564.49,
allergy_1_46,allergy_1,"What is the minimum, mean, and maximum age across all students?","SELECT min(age) ,  avg(age) ,  max(age) FROM Student","SELECT min(age), avg(age), max(age) FROM Student;","SELECT MIN(age), AVG(age), MAX(age) FROM Student",1,1,1,1795.22,
allergy_1_47,allergy_1,What is the last name of the youngest student?,SELECT LName FROM Student WHERE age  =  (SELECT min(age) FROM Student),SELECT LName FROM Student ORDER BY Age DESC LIMIT 1;,SELECT LName FROM Student ORDER BY Age DESC LIMIT 1,0,0,1,1257.09,
allergy_1_48,allergy_1,Provide the last name of the youngest student.,SELECT LName FROM Student WHERE age  =  (SELECT min(age) FROM Student),SELECT LName FROM Student ORDER BY Age DESC LIMIT 1;,SELECT LName FROM Student ORDER BY Age DESC LIMIT 1,0,0,1,1268.56,
allergy_1_49,allergy_1,Show the student id of the oldest student.,SELECT StuID FROM Student WHERE age  =  (SELECT max(age) FROM Student),SELECT StuID FROM Student ORDER BY age DESC LIMIT 1;,SELECT StuID FROM Student ORDER BY age DESC LIMIT 1,0,1,1,1657.27,
allergy_1_50,allergy_1,What student id corresponds to the oldest student?,SELECT StuID FROM Student WHERE age  =  (SELECT max(age) FROM Student),SELECT StuID FROM Student ORDER BY age DESC LIMIT 1;,SELECT StuID FROM Student ORDER BY age DESC LIMIT 1,0,1,1,3045.52,
