id,dataset,question,gold_sql,pred_sql_raw,pred_sql_norm,em,ex,valid_sql,latency_ms,error
cre_Doc_Tracking_DB_12,cre_Doc_Tracking_DB,"Find the code of the document type ""Paper"".","SELECT document_type_code FROM Ref_document_types WHERE document_type_name  =  ""Paper""","SELECT document_type_code FROM Ref_document_types WHERE document_type_name = ""Paper"";","SELECT document_type_code FROM Ref_document_types WHERE document_type_name = ""Paper""",1,1,1,2246.41,
cre_Doc_Tracking_DB_13,cre_Doc_Tracking_DB,Show the number of documents with document type code CV or BK.,"SELECT count(*) FROM All_documents WHERE document_type_code  =  ""CV"" OR document_type_code  =  ""BK""","SELECT count(*) FROM All_documents WHERE document_type_code = ""CV"" OR document_type_code = ""BK"";","SELECT COUNT(*) FROM All_documents WHERE document_type_code = ""CV"" OR document_type_code = ""BK""",1,1,1,4331.04,
cre_Doc_Tracking_DB_14,cre_Doc_Tracking_DB,How many documents have document type code CV or BK?,"SELECT count(*) FROM All_documents WHERE document_type_code  =  ""CV"" OR document_type_code  =  ""BK""","SELECT count(*) FROM All_documents WHERE document_type_code = ""CV"" OR document_type_code = ""BK"";","SELECT COUNT(*) FROM All_documents WHERE document_type_code = ""CV"" OR document_type_code = ""BK""",1,1,1,4286.59,
cre_Doc_Tracking_DB_15,cre_Doc_Tracking_DB,"What is the date when the document ""Marry CV"" was stored?","SELECT date_stored FROM All_documents WHERE Document_name  =  ""Marry CV""","SELECT date_stored FROM All_documents WHERE document_name = ""Marry CV"";","SELECT date_stored FROM All_documents WHERE document_name = ""Marry CV""",0,1,1,1944.77,
cre_Doc_Tracking_DB_16,cre_Doc_Tracking_DB,"When was the document named ""Marry CV"" stored? Give me the date.","SELECT date_stored FROM All_documents WHERE Document_name  =  ""Marry CV""","SELECT date_stored FROM All_documents WHERE document_name = ""Marry CV"";","SELECT date_stored FROM All_documents WHERE document_name = ""Marry CV""",0,1,1,1924.87,
cre_Doc_Tracking_DB_17,cre_Doc_Tracking_DB,What is the day Number and date of all the documents?,"SELECT T2.day_Number ,  T1.Date_Stored FROM All_documents AS T1 JOIN Ref_calendar AS T2 ON T1.date_stored  =  T2.calendar_date","SELECT T1.day_Number, T1.date_stored FROM All_documents AS T1 JOIN Ref_calendar AS T2 ON T1.date_stored = T2.calendar_date;","SELECT T1.day_Number, T1.date_stored FROM All_documents AS T1 JOIN Ref_calendar AS T2 ON T1.date_stored = T2.calendar_date",0,0,0,3839.91,no such column: T1.day_Number
cre_Doc_Tracking_DB_18,cre_Doc_Tracking_DB,Return the day Number and stored date for all the documents.,"SELECT T2.day_Number ,  T1.Date_Stored FROM All_documents AS T1 JOIN Ref_calendar AS T2 ON T1.date_stored  =  T2.calendar_date","SELECT T1.day_Number, T1.date_stored FROM All_documents AS T1 JOIN Ref_calendar AS T2 ON T1.date_stored = T2.calendar_date;","SELECT T1.day_Number, T1.date_stored FROM All_documents AS T1 JOIN Ref_calendar AS T2 ON T1.date_stored = T2.calendar_date",0,0,0,4717.13,no such column: T1.day_Number
cre_Doc_Tracking_DB_19,cre_Doc_Tracking_DB,"What is the document type name for the document with name ""How to read a book""?","SELECT T2.document_type_name FROM All_documents AS T1 JOIN Ref_document_types AS T2 ON T1.document_type_code  =  T2.document_type_code WHERE T1.document_name  =  ""How to read a book""","SELECT document_type_name FROM All_documents WHERE document_name = ""How to read a book"";","SELECT document_type_name FROM All_documents WHERE document_name = ""How to read a book""",0,0,0,4502.74,no such column: document_type_name
cre_Doc_Tracking_DB_20,cre_Doc_Tracking_DB,"Find the document type name of the document named ""How to read a book"".","SELECT T2.document_type_name FROM All_documents AS T1 JOIN Ref_document_types AS T2 ON T1.document_type_code  =  T2.document_type_code WHERE T1.document_name  =  ""How to read a book""","SELECT document_type_name FROM All_documents WHERE document_name = ""How to read a book"";","SELECT document_type_name FROM All_documents WHERE document_name = ""How to read a book""",0,0,0,6223.09,no such column: document_type_name
cre_Doc_Tracking_DB_21,cre_Doc_Tracking_DB,Show the number of locations.,SELECT count(*) FROM Ref_locations,SELECT count(*) FROM Ref_locations;,SELECT COUNT(*) FROM Ref_locations,1,1,1,1879.78,
cre_Doc_Tracking_DB_22,cre_Doc_Tracking_DB,How many locations are listed in the database?,SELECT count(*) FROM Ref_locations,SELECT count(*) FROM Ref_locations;,SELECT COUNT(*) FROM Ref_locations,1,1,1,1875.46,
cre_Doc_Tracking_DB_23,cre_Doc_Tracking_DB,List all location codes and location names.,"SELECT location_code ,  location_name FROM Ref_locations","SELECT location_code, location_name FROM Ref_locations;","SELECT location_code, location_name FROM Ref_locations",1,1,1,2692.83,
cre_Doc_Tracking_DB_24,cre_Doc_Tracking_DB,What are all the location codes and location names?,"SELECT location_code ,  location_name FROM Ref_locations","SELECT location_code, location_name FROM Ref_locations;","SELECT location_code, location_name FROM Ref_locations",1,1,1,1876.59,
cre_Doc_Tracking_DB_25,cre_Doc_Tracking_DB,What are the name and description for location code x?,"SELECT location_name ,  location_description FROM Ref_locations WHERE location_code  =  ""x""","SELECT location_name, location_description FROM Ref_locations WHERE location_code = ""x"";","SELECT location_name, location_description FROM Ref_locations WHERE location_code = ""x""",1,1,1,2308.43,
cre_Doc_Tracking_DB_26,cre_Doc_Tracking_DB,Give me the name and description of the location with code x.,"SELECT location_name ,  location_description FROM Ref_locations WHERE location_code  =  ""x""","SELECT location_name, location_description FROM Ref_locations WHERE location_code = ""x"";","SELECT location_name, location_description FROM Ref_locations WHERE location_code = ""x""",1,1,1,2371.23,
cre_Doc_Tracking_DB_27,cre_Doc_Tracking_DB,"What is the location code for the country ""Canada""?","SELECT location_code FROM Ref_locations WHERE location_name  =  ""Canada""","SELECT location_code FROM Ref_locations WHERE location_name = ""Canada"";","SELECT location_code FROM Ref_locations WHERE location_name = ""Canada""",1,1,1,1905.94,
cre_Doc_Tracking_DB_28,cre_Doc_Tracking_DB,"Show the location code of the country ""Canada"".","SELECT location_code FROM Ref_locations WHERE location_name  =  ""Canada""","SELECT Location_Code FROM Ref_locations WHERE Location_Name = ""Canada"";","SELECT Location_Code FROM Ref_locations WHERE Location_Name = ""Canada""",0,1,1,1898.57,
cre_Doc_Tracking_DB_29,cre_Doc_Tracking_DB,How many roles are there?,SELECT count(*) FROM ROLES,SELECT count(*) FROM ROLES;,SELECT COUNT(*) FROM ROLES,1,1,1,1606.47,
cre_Doc_Tracking_DB_30,cre_Doc_Tracking_DB,Count the total number of roles listed.,SELECT count(*) FROM ROLES,SELECT count(*) FROM ROLES;,SELECT COUNT(*) FROM ROLES,1,1,1,1593.52,
cre_Doc_Tracking_DB_31,cre_Doc_Tracking_DB,"List all role codes, role names, and role descriptions.","SELECT role_code ,  role_name ,  role_description FROM ROLES","SELECT role_code, role_name, role_description FROM ROLES;","SELECT role_code, role_name, role_description FROM ROLES",1,1,1,2326.05,
cre_Doc_Tracking_DB_32,cre_Doc_Tracking_DB,"What are all the role codes, role names, and role descriptions?","SELECT role_code ,  role_name ,  role_description FROM ROLES","SELECT role_code, role_name, role_description FROM ROLES;","SELECT role_code, role_name, role_description FROM ROLES",1,1,1,4108.39,
cre_Doc_Tracking_DB_33,cre_Doc_Tracking_DB,"What are the name and description for role code ""MG""?","SELECT role_name ,  role_description FROM ROLES WHERE role_code  =  ""MG""","SELECT role_name, role_description FROM ROLES WHERE role_code = ""MG"";","SELECT role_name, role_description FROM ROLES WHERE role_code = ""MG""",1,1,1,2122.62,
cre_Doc_Tracking_DB_34,cre_Doc_Tracking_DB,"Find the name and description of the role with code ""MG"".","SELECT role_name ,  role_description FROM ROLES WHERE role_code  =  ""MG""","SELECT role_name, role_description FROM ROLES WHERE role_code = ""MG"";","SELECT role_name, role_description FROM ROLES WHERE role_code = ""MG""",1,1,1,2332.93,
cre_Doc_Tracking_DB_35,cre_Doc_Tracking_DB,"Show the description for role name ""Proof Reader"".","SELECT role_description FROM ROLES WHERE role_name  =  ""Proof Reader""","SELECT role_description FROM ROLES WHERE role_name = ""Proof Reader"";","SELECT role_description FROM ROLES WHERE role_name = ""Proof Reader""",1,1,1,1997.19,
cre_Doc_Tracking_DB_36,cre_Doc_Tracking_DB,"What is the description of the role named ""Proof Reader""?","SELECT role_description FROM ROLES WHERE role_name  =  ""Proof Reader""","SELECT role_description FROM ROLES WHERE role_name = ""Proof Reader"";","SELECT role_description FROM ROLES WHERE role_name = ""Proof Reader""",1,1,1,1929.89,
cre_Doc_Tracking_DB_37,cre_Doc_Tracking_DB,How many employees do we have?,SELECT count(*) FROM Employees,SELECT count(*) FROM Employees;,SELECT COUNT(*) FROM Employees,1,1,1,1609.13,
cre_Doc_Tracking_DB_38,cre_Doc_Tracking_DB,Find the number of employees we have.,SELECT count(*) FROM Employees,SELECT count(*) FROM Employees;,SELECT COUNT(*) FROM Employees,1,1,1,1682.52,
cre_Doc_Tracking_DB_39,cre_Doc_Tracking_DB,"Show the name, role code, and date of birth for the employee with name 'Armani'.","SELECT employee_name ,  role_code ,  date_of_birth FROM Employees WHERE employee_Name  =  'Armani'","SELECT employee_name, role_code, date_of_birth FROM Employees WHERE employee_name = 'Armani';","SELECT employee_name, role_code, date_of_birth FROM Employees WHERE employee_name = 'Armani'",0,1,1,3049.47,
cre_Doc_Tracking_DB_40,cre_Doc_Tracking_DB,"What are the name, role code, and date of birth of the employee named 'Armani'?","SELECT employee_name ,  role_code ,  date_of_birth FROM Employees WHERE employee_Name  =  'Armani'","SELECT T2.employee_name, T2.role_code, T1.date_of_birth FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code = T2.role_code WHERE T1.employee_name = ""Armani"";","SELECT T2.employee_name, T2.role_code, T1.date_of_birth FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code = T2.role_code WHERE T1.employee_name = ""Armani""",0,0,0,5486.95,no such column: T2.employee_name
cre_Doc_Tracking_DB_41,cre_Doc_Tracking_DB,What is the id for the employee called Ebba?,"SELECT employee_ID FROM Employees WHERE employee_name  =  ""Ebba""","SELECT employee_id FROM Employees WHERE employee_name = ""Ebba"";","SELECT employee_id FROM Employees WHERE employee_name = ""Ebba""",0,1,1,2167.44,
cre_Doc_Tracking_DB_42,cre_Doc_Tracking_DB,Show the id of the employee named Ebba.,"SELECT employee_ID FROM Employees WHERE employee_name  =  ""Ebba""","SELECT employee_id FROM Employees WHERE Employee_Name = ""Ebba"";","SELECT employee_id FROM Employees WHERE Employee_Name = ""Ebba""",0,1,1,2201.17,
cre_Doc_Tracking_DB_43,cre_Doc_Tracking_DB,"Show the names of all the employees with role ""HR"".","SELECT employee_name FROM Employees WHERE role_code  =  ""HR""","SELECT T1.employee_name FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code = T2.role_code WHERE T2.role_name = ""HR"";","SELECT T1.employee_name FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code = T2.role_code WHERE T2.role_name = ""HR""",0,0,1,3968.1,
cre_Doc_Tracking_DB_44,cre_Doc_Tracking_DB,"Which employees have the role with code ""HR""? Find their names.","SELECT employee_name FROM Employees WHERE role_code  =  ""HR""","SELECT T1.employee_name FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code = T2.role_code WHERE T2.role_code = ""HR"";","SELECT T1.employee_name FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code = T2.role_code WHERE T2.role_code = ""HR""",0,1,1,3965.58,
cre_Doc_Tracking_DB_45,cre_Doc_Tracking_DB,Show all role codes and the number of employees in each role.,"SELECT role_code ,  count(*) FROM Employees GROUP BY role_code","SELECT role_code, count(*) FROM Employees GROUP BY role_code;","SELECT role_code, COUNT(*) FROM Employees GROUP BY role_code",1,1,1,2347.86,
cre_Doc_Tracking_DB_46,cre_Doc_Tracking_DB,What is the code of each role and the number of employees in each role?,"SELECT role_code ,  count(*) FROM Employees GROUP BY role_code","SELECT role_code, count(*) FROM Employees GROUP BY role_code;","SELECT role_code, COUNT(*) FROM Employees GROUP BY role_code",1,1,1,2964.1,
cre_Doc_Tracking_DB_47,cre_Doc_Tracking_DB,What is the role code with the largest number of employees?,SELECT role_code FROM Employees GROUP BY role_code ORDER BY count(*) DESC LIMIT 1,SELECT role_code FROM Employees GROUP BY role_code ORDER BY count(*) DESC LIMIT 1;,SELECT role_code FROM Employees GROUP BY role_code ORDER BY COUNT(*) DESC LIMIT 1,1,1,1,2753.66,
cre_Doc_Tracking_DB_48,cre_Doc_Tracking_DB,Find the code of the role that have the most employees.,SELECT role_code FROM Employees GROUP BY role_code ORDER BY count(*) DESC LIMIT 1,SELECT role_code FROM Employees GROUP BY role_code ORDER BY count(*) DESC LIMIT 1;,SELECT role_code FROM Employees GROUP BY role_code ORDER BY COUNT(*) DESC LIMIT 1,1,1,1,2762.62,
cre_Doc_Tracking_DB_49,cre_Doc_Tracking_DB,Show all role codes with at least 3 employees.,SELECT role_code FROM Employees GROUP BY role_code HAVING count(*)  >=  3,SELECT role_code FROM Employees GROUP BY role_code HAVING count(*) >= 3;,SELECT role_code FROM Employees GROUP BY role_code HAVING COUNT(*) >= 3,1,1,1,2294.71,
cre_Doc_Tracking_DB_50,cre_Doc_Tracking_DB,What are the roles with three or more employees? Give me the role codes.,SELECT role_code FROM Employees GROUP BY role_code HAVING count(*)  >=  3,SELECT role_code FROM Employees GROUP BY role_code HAVING count(*) >= 3;,SELECT role_code FROM Employees GROUP BY role_code HAVING COUNT(*) >= 3,1,1,1,4279.45,
