id,dataset,question,gold_sql,pred_sql_raw,pred_sql_norm,em,ex,valid_sql,latency_ms,error
activity_1_15,activity_1,"Show the phone, room, and building for the faculty named Jerry Prince.","SELECT phone ,  room ,  building FROM Faculty WHERE Fname  =  ""Jerry"" AND Lname  =  ""Prince""","SELECT phone, room, building FROM Faculty WHERE Fname = ""Jerry"" AND Lname = ""Prince"";","SELECT phone, room, building FROM Faculty WHERE Fname = ""Jerry"" AND Lname = ""Prince""",1,1,1,2214.17,
activity_1_16,activity_1,"What are the phone, room, and building of the faculty member called Jerry Prince?","SELECT phone ,  room ,  building FROM Faculty WHERE Fname  =  ""Jerry"" AND Lname  =  ""Prince""","SELECT phone, room, building FROM Faculty WHERE Fname = ""Jerry"" AND Lname = ""Prince"";","SELECT phone, room, building FROM Faculty WHERE Fname = ""Jerry"" AND Lname = ""Prince""",1,1,1,2170.34,
activity_1_17,activity_1,How many Professors are in building NEB?,"SELECT count(*) FROM Faculty WHERE Rank  =  ""Professor"" AND building  =  ""NEB""","SELECT count(*) FROM Faculty WHERE rank = ""Professor"" AND building = ""NEB"";","SELECT COUNT(*) FROM Faculty WHERE rank = ""Professor"" AND building = ""NEB""",0,1,1,3286.69,
activity_1_18,activity_1,Count the number of Professors who have office in building NEB.,"SELECT count(*) FROM Faculty WHERE Rank  =  ""Professor"" AND building  =  ""NEB""","SELECT count(*) FROM Faculty WHERE Rank = ""Professor"" AND building = ""NEB"";","SELECT COUNT(*) FROM Faculty WHERE Rank = ""Professor"" AND building = ""NEB""",1,1,1,1988.44,
activity_1_19,activity_1,Show the first name and last name for all the instructors.,"SELECT fname ,  lname FROM Faculty WHERE Rank  =  ""Instructor""","SELECT Fname, Lname FROM Faculty WHERE Rank = ""Instructor"";","SELECT Fname, Lname FROM Faculty WHERE Rank = ""Instructor""",0,1,1,1811.51,
activity_1_20,activity_1,What are the first name and last name of all the instructors?,"SELECT fname ,  lname FROM Faculty WHERE Rank  =  ""Instructor""","SELECT fname, lname FROM Faculty WHERE rank = ""Instructor"";","SELECT fname, lname FROM Faculty WHERE rank = ""Instructor""",0,1,1,1766.42,
activity_1_21,activity_1,Show all the buildings along with the number of faculty members the buildings have.,"SELECT building ,  count(*) FROM Faculty GROUP BY building","SELECT building, count(*) FROM Faculty GROUP BY building;","SELECT building, COUNT(*) FROM Faculty GROUP BY building",1,1,1,1440.08,
activity_1_22,activity_1,How many faculty members does each building have? List the result with the name of the building.,"SELECT building ,  count(*) FROM Faculty GROUP BY building","SELECT building, count(*) FROM Faculty GROUP BY building;","SELECT building, COUNT(*) FROM Faculty GROUP BY building",1,1,1,3582.55,
activity_1_23,activity_1,Which building has most faculty members?,SELECT building FROM Faculty GROUP BY building ORDER BY count(*) DESC LIMIT 1,SELECT building FROM Faculty GROUP BY building ORDER BY count(*) DESC LIMIT 1;,SELECT building FROM Faculty GROUP BY building ORDER BY COUNT(*) DESC LIMIT 1,1,1,1,4192.75,
activity_1_24,activity_1,Find the building that has the largest number of faculty members.,SELECT building FROM Faculty GROUP BY building ORDER BY count(*) DESC LIMIT 1,SELECT building FROM Faculty GROUP BY building ORDER BY count(*) DESC LIMIT 1;,SELECT building FROM Faculty GROUP BY building ORDER BY COUNT(*) DESC LIMIT 1,1,1,1,4130.79,
activity_1_25,activity_1,Show all the buildings that have at least 10 professors.,"SELECT building FROM Faculty WHERE rank  =  ""Professor"" GROUP BY building HAVING count(*)  >=  10","SELECT building FROM Faculty WHERE rank = ""Professor"" GROUP BY building HAVING count(*) >= 10;","SELECT building FROM Faculty WHERE rank = ""Professor"" GROUP BY building HAVING COUNT(*) >= 10",1,1,1,2436.64,
activity_1_26,activity_1,In which buildings are there at least ten professors?,"SELECT building FROM Faculty WHERE rank  =  ""Professor"" GROUP BY building HAVING count(*)  >=  10","SELECT building FROM Faculty WHERE rank = ""Professor"" GROUP BY building HAVING count(*) >= 10;","SELECT building FROM Faculty WHERE rank = ""Professor"" GROUP BY building HAVING COUNT(*) >= 10",1,1,1,2249.0,
activity_1_27,activity_1,"For each faculty rank, show the number of faculty members who have it.","SELECT rank ,  count(*) FROM Faculty GROUP BY rank","SELECT rank, count(*) FROM Faculty GROUP BY rank;","SELECT rank, COUNT(*) FROM Faculty GROUP BY rank",1,1,1,1506.45,
activity_1_28,activity_1,How many faculty members do we have for each faculty rank?,"SELECT rank ,  count(*) FROM Faculty GROUP BY rank","SELECT rank, count(*) FROM Faculty GROUP BY rank;","SELECT rank, COUNT(*) FROM Faculty GROUP BY rank",1,1,1,2181.03,
activity_1_29,activity_1,Show all the ranks and the number of male and female faculty for each rank.,"SELECT rank ,  sex ,  count(*) FROM Faculty GROUP BY rank ,  sex","SELECT rank, sex, count(*) FROM Faculty GROUP BY rank;","SELECT rank, sex, COUNT(*) FROM Faculty GROUP BY rank",0,0,1,2424.75,
activity_1_30,activity_1,How many faculty members do we have for each rank and gender?,"SELECT rank ,  sex ,  count(*) FROM Faculty GROUP BY rank ,  sex","SELECT rank, sex, count(*) FROM Faculty GROUP BY rank, sex;","SELECT rank, sex, COUNT(*) FROM Faculty GROUP BY rank, sex",1,1,1,2015.76,
activity_1_31,activity_1,Which rank has the smallest number of faculty members?,SELECT rank FROM Faculty GROUP BY rank ORDER BY count(*) ASC LIMIT 1,SELECT rank FROM Faculty GROUP BY rank ORDER BY count(*) LIMIT 1;,SELECT rank FROM Faculty GROUP BY rank ORDER BY COUNT(*) LIMIT 1,0,1,1,1833.25,
activity_1_32,activity_1,Find the faculty rank that has the least members.,SELECT rank FROM Faculty GROUP BY rank ORDER BY count(*) ASC LIMIT 1,SELECT rank FROM Faculty GROUP BY rank ORDER BY count(*) LIMIT 1;,SELECT rank FROM Faculty GROUP BY rank ORDER BY COUNT(*) LIMIT 1,0,1,1,1817.83,
activity_1_33,activity_1,Show the number of male and female assistant professors.,"SELECT sex ,  count(*) FROM Faculty WHERE rank  =  ""AsstProf"" GROUP BY sex","SELECT sex, count(*) FROM Faculty WHERE rank = ""AsstProf"" GROUP BY sex;","SELECT sex, COUNT(*) FROM Faculty WHERE rank = ""AsstProf"" GROUP BY sex",1,1,1,2451.9,
activity_1_34,activity_1,How many male and female assistant professors do we have?,"SELECT sex ,  count(*) FROM Faculty WHERE rank  =  ""AsstProf"" GROUP BY sex","SELECT sex, count(*) FROM Faculty WHERE rank = ""AsstProf"" GROUP BY sex;","SELECT sex, COUNT(*) FROM Faculty WHERE rank = ""AsstProf"" GROUP BY sex",1,1,1,2402.92,
activity_1_35,activity_1,What are the first name and last name of Linda Smith's advisor?,"SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T2.fname  =  ""Linda"" AND T2.lname  =  ""Smith""","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T2.fname = ""Linda"" AND T2.lname = ""Smith"";","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T2.fname = ""Linda"" AND T2.lname = ""Smith""",1,1,1,4330.76,
activity_1_36,activity_1,Who is the advisor of Linda Smith? Give me the first name and last name.,"SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T2.fname  =  ""Linda"" AND T2.lname  =  ""Smith""","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T2.fname = ""Linda"" AND T2.lname = ""Smith"";","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T2.fname = ""Linda"" AND T2.lname = ""Smith""",1,1,1,4347.3,
activity_1_37,activity_1,Show the ids of students whose advisors are professors.,"SELECT T2.StuID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T1.rank  =  ""Professor""","SELECT StuID FROM Student WHERE Advisor = ""Professor"";","SELECT StuID FROM Student WHERE Advisor = ""Professor""",0,0,1,2869.3,
activity_1_38,activity_1,Which students have professors as their advisors? Find their student ids.,"SELECT T2.StuID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T1.rank  =  ""Professor""","SELECT T1.StuID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T2.rank = ""Professor"";","SELECT T1.StuID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T2.rank = ""Professor""",0,0,0,2913.91,no such column: T1.StuID
activity_1_39,activity_1,Show first name and last name for all the students advised by Michael Goodrich.,"SELECT T2.fname ,  T2.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T1.fname  =  ""Michael"" AND T1.lname  =  ""Goodrich""","SELECT T2.fname, T2.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T1.fname = ""Michael"" AND T1.lname = ""Goodrich"";","SELECT T2.fname, T2.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T1.fname = ""Michael"" AND T1.lname = ""Goodrich""",1,1,1,4207.88,
activity_1_40,activity_1,Which students are advised by Michael Goodrich? Give me their first and last names.,"SELECT T2.fname ,  T2.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor WHERE T1.fname  =  ""Michael"" AND T1.lname  =  ""Goodrich""","SELECT T2.fname, T2.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T1.fname = ""Michael"" AND T1.lname = ""Goodrich"";","SELECT T2.fname, T2.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor WHERE T1.fname = ""Michael"" AND T1.lname = ""Goodrich""",1,1,1,4233.33,
activity_1_41,activity_1,"Show the faculty id of each faculty member, along with the number of students he or she advises.","SELECT T1.FacID ,  count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.FacID","SELECT T1.FacID, count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID;","SELECT T1.FacID, COUNT(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID",1,1,1,3466.17,
activity_1_42,activity_1,What are the faculty id and the number of students each faculty has?,"SELECT T1.FacID ,  count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.FacID","SELECT T1.facID, count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.facID = T2.facID GROUP BY T1.facID;","SELECT T1.facID, COUNT(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.facID = T2.facID GROUP BY T1.facID",0,0,0,3540.1,no such column: T2.facID
activity_1_43,activity_1,Show all the faculty ranks and the number of students advised by each rank.,"SELECT T1.rank ,  count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.rank","SELECT rank, count(*) FROM Faculty GROUP BY rank;","SELECT rank, COUNT(*) FROM Faculty GROUP BY rank",0,0,1,1485.66,
activity_1_44,activity_1,How many students are advised by each rank of faculty? List the rank and the number of students.,"SELECT T1.rank ,  count(*) FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.rank","SELECT rank, count(*) FROM Faculty GROUP BY rank;","SELECT rank, COUNT(*) FROM Faculty GROUP BY rank",0,0,1,1517.5,
activity_1_45,activity_1,What are the first and last name of the faculty who has the most students?,"SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.FacID ORDER BY count(*) DESC LIMIT 1","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID ORDER BY count(*) DESC LIMIT 1;","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID ORDER BY COUNT(*) DESC LIMIT 1",1,1,1,4627.13,
activity_1_46,activity_1,Give me the the first and last name of the faculty who advises the most students.,"SELECT T1.fname ,  T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.FacID ORDER BY count(*) DESC LIMIT 1","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID ORDER BY count(*) DESC LIMIT 1;","SELECT T1.fname, T1.lname FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID ORDER BY COUNT(*) DESC LIMIT 1",1,1,1,4158.08,
activity_1_47,activity_1,Show the ids for all the faculty members who have at least 2 students.,SELECT T1.FacID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.FacID HAVING count(*)  >=  2,SELECT T1.FacID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID HAVING count(*) >= 2;,SELECT T1.FacID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID HAVING COUNT(*) >= 2,1,1,1,3779.49,
activity_1_48,activity_1,Which faculty members advise two ore more students? Give me their faculty ids.,SELECT T1.FacID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID  =  T2.advisor GROUP BY T1.FacID HAVING count(*)  >=  2,SELECT T1.FacID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID HAVING count(*) >= 2;,SELECT T1.FacID FROM Faculty AS T1 JOIN Student AS T2 ON T1.FacID = T2.advisor GROUP BY T1.FacID HAVING COUNT(*) >= 2,1,1,1,3761.13,
activity_1_49,activity_1,Show ids for the faculty members who don't advise any student.,SELECT FacID FROM Faculty EXCEPT SELECT advisor FROM Student,SELECT FacID FROM Faculty EXCEPT SELECT Advisor FROM Student;,SELECT FacID FROM Faculty EXCEPT SELECT Advisor FROM Student,0,1,1,1316.0,
activity_1_50,activity_1,What are the ids of the faculty members who do not advise any student.,SELECT FacID FROM Faculty EXCEPT SELECT advisor FROM Student,SELECT FacID FROM Faculty EXCEPT SELECT Advisor FROM Student;,SELECT FacID FROM Faculty EXCEPT SELECT Advisor FROM Student,0,1,1,4036.15,
